bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
bzalc_c	bzalc	Benzyl alcohol	iAF987; iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:25399; KEGG Drug: http://identifiers.org/kegg.drug/D00077; BioCyc: http://identifiers.org/biocyc/META:BENZYL-ALCOHOL; KEGG Compound: http://identifiers.org/kegg.compound/C00556; KEGG Compound: http://identifiers.org/kegg.compound/C03485; CHEBI: http://identifiers.org/chebi/CHEBI:17987; CHEBI: http://identifiers.org/chebi/CHEBI:22742; CHEBI: http://identifiers.org/chebi/CHEBI:13888; CHEBI: http://identifiers.org/chebi/CHEBI:3053; SEED Compound: http://identifiers.org/seed.compound/cpd02199; Human Metabolome Database: http://identifiers.org/hmdb/HMDB03119; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM562; SEED Compound: http://identifiers.org/seed.compound/cpd00435	bzalc; bzalc_c
catechol_c	catechol	Catechol	iJN746; iYL1228	CHEBI: http://identifiers.org/chebi/CHEBI:50524; CHEBI: http://identifiers.org/chebi/CHEBI:32402; CHEBI: http://identifiers.org/chebi/CHEBI:18135; CHEBI: http://identifiers.org/chebi/CHEBI:135158; KEGG Compound: http://identifiers.org/kegg.compound/C01785; CHEBI: http://identifiers.org/chebi/CHEBI:23054; KEGG Compound: http://identifiers.org/kegg.compound/C00090; KEGG Compound: http://identifiers.org/kegg.compound/C15571; CHEBI: http://identifiers.org/chebi/CHEBI:13950; CHEBI: http://identifiers.org/chebi/CHEBI:3467; SEED Compound: http://identifiers.org/seed.compound/cpd00077; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00957; CHEBI: http://identifiers.org/chebi/CHEBI:41441; BioCyc: http://identifiers.org/biocyc/META:CATECHOL; BioCyc: http://identifiers.org/biocyc/META:Catechols; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM181; SEED Compound: http://identifiers.org/seed.compound/cpd01232	catechol; catechol_c
caffcoa_c	caffcoa	Caffeoyl-CoA	iJN746	SEED Compound: http://identifiers.org/seed.compound/cpd00270; CHEBI: http://identifiers.org/chebi/CHEBI:87449; BioCyc: http://identifiers.org/biocyc/META:CAFFEOYL-COA; CHEBI: http://identifiers.org/chebi/CHEBI:22983; CHEBI: http://identifiers.org/chebi/CHEBI:57372; CHEBI: http://identifiers.org/chebi/CHEBI:3296; CHEBI: http://identifiers.org/chebi/CHEBI:13930; KEGG Compound: http://identifiers.org/kegg.compound/C00323; CHEBI: http://identifiers.org/chebi/CHEBI:15518; CHEBI: http://identifiers.org/chebi/CHEBI:87136; LipidMaps: http://identifiers.org/lipidmaps/LMFA07050293; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM443	caffcoa; caffcoa_c
2hmcnsad_c	2hmcnsad	2-Hydroxymuconate semialdehyde	iJN746	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1102; LipidMaps: http://identifiers.org/lipidmaps/LMFA01030970; CHEBI: http://identifiers.org/chebi/CHEBI:71198; LipidMaps: http://identifiers.org/lipidmaps/LMFA01030926; CHEBI: http://identifiers.org/chebi/CHEBI:71207; CHEBI: http://identifiers.org/chebi/CHEBI:67110; CHEBI: http://identifiers.org/chebi/CHEBI:58068; CHEBI: http://identifiers.org/chebi/CHEBI:66943; CHEBI: http://identifiers.org/chebi/CHEBI:17236; CHEBI: http://identifiers.org/chebi/CHEBI:1168; CHEBI: http://identifiers.org/chebi/CHEBI:11599; KEGG Compound: http://identifiers.org/kegg.compound/C00682; CHEBI: http://identifiers.org/chebi/CHEBI:19653; BioCyc: http://identifiers.org/biocyc/META:HYDROXYMUCONATE-SALD; SEED Compound: http://identifiers.org/seed.compound/cpd00518	2hmcnsad; 2hmcnsad_c
catechol_e	catechol	Catechol	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:50524; CHEBI: http://identifiers.org/chebi/CHEBI:32402; CHEBI: http://identifiers.org/chebi/CHEBI:18135; CHEBI: http://identifiers.org/chebi/CHEBI:135158; KEGG Compound: http://identifiers.org/kegg.compound/C01785; CHEBI: http://identifiers.org/chebi/CHEBI:23054; KEGG Compound: http://identifiers.org/kegg.compound/C00090; KEGG Compound: http://identifiers.org/kegg.compound/C15571; CHEBI: http://identifiers.org/chebi/CHEBI:13950; CHEBI: http://identifiers.org/chebi/CHEBI:3467; SEED Compound: http://identifiers.org/seed.compound/cpd00077; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00957; CHEBI: http://identifiers.org/chebi/CHEBI:41441; BioCyc: http://identifiers.org/biocyc/META:CATECHOL; BioCyc: http://identifiers.org/biocyc/META:Catechols; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM181; SEED Compound: http://identifiers.org/seed.compound/cpd01232	catechol; catechol_e
chols_c	chols	Choline sulfate	iYO844; iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:23215; CHEBI: http://identifiers.org/chebi/CHEBI:3669; CHEBI: http://identifiers.org/chebi/CHEBI:52859; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1547; SEED Compound: http://identifiers.org/seed.compound/cpd00681; BioCyc: http://identifiers.org/biocyc/META:CPD-543; KEGG Compound: http://identifiers.org/kegg.compound/C00919; CHEBI: http://identifiers.org/chebi/CHEBI:16822; CHEBI: http://identifiers.org/chebi/CHEBI:13987	chols; chols_c
confrl_c	confrl	Coniferol	iJN746	BioCyc: http://identifiers.org/biocyc/META:CONIFERYL-ALCOHOL; CHEBI: http://identifiers.org/chebi/CHEBI:4730; CHEBI: http://identifiers.org/chebi/CHEBI:17745; CHEBI: http://identifiers.org/chebi/CHEBI:3858; CHEBI: http://identifiers.org/chebi/CHEBI:23371; CHEBI: http://identifiers.org/chebi/CHEBI:14017; KEGG Compound: http://identifiers.org/kegg.compound/C00590; CHEBI: http://identifiers.org/chebi/CHEBI:14016; Human Metabolome Database: http://identifiers.org/hmdb/HMDB12915; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM880; SEED Compound: http://identifiers.org/seed.compound/cpd00458	confrl; confrl_c
hgbam_c	hgbam	Hydrogenobyrinate a,c diamide	iJB785; iJN678; iAF692; iJN746; iNJ661	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1022; KEGG Compound: http://identifiers.org/kegg.compound/C06503; BioCyc: http://identifiers.org/biocyc/META:CPD-688; CHEBI: http://identifiers.org/chebi/CHEBI:77874; CHEBI: http://identifiers.org/chebi/CHEBI:58536; CHEBI: http://identifiers.org/chebi/CHEBI:5789; CHEBI: http://identifiers.org/chebi/CHEBI:24642; CHEBI: http://identifiers.org/chebi/CHEBI:27914	hgbam; hgbam_c
confrl_e	confrl	Coniferol	iJN746	BioCyc: http://identifiers.org/biocyc/META:CONIFERYL-ALCOHOL; CHEBI: http://identifiers.org/chebi/CHEBI:4730; CHEBI: http://identifiers.org/chebi/CHEBI:17745; CHEBI: http://identifiers.org/chebi/CHEBI:3858; CHEBI: http://identifiers.org/chebi/CHEBI:23371; CHEBI: http://identifiers.org/chebi/CHEBI:14017; KEGG Compound: http://identifiers.org/kegg.compound/C00590; CHEBI: http://identifiers.org/chebi/CHEBI:14016; Human Metabolome Database: http://identifiers.org/hmdb/HMDB12915; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM880; SEED Compound: http://identifiers.org/seed.compound/cpd00458	confrl; confrl_e
focytc_c	focytc	Ferrocytochrome c C42H53FeN8O6S2	iAF987; iJN746; iNJ661	KEGG Compound: http://identifiers.org/kegg.compound/C00924; CHEBI: http://identifiers.org/chebi/CHEBI:14248; CHEBI: http://identifiers.org/chebi/CHEBI:15983; CHEBI: http://identifiers.org/chebi/CHEBI:5033; Human Metabolome Database: http://identifiers.org/hmdb/HMDB12947; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM5750; SEED Compound: http://identifiers.org/seed.compound/cpd00686	focytb; focytb_c; focytc; focytc_c
24dab_c	24dab	L-2,4-Diaminobutanoate	iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C03283; CHEBI: http://identifiers.org/chebi/CHEBI:21191; CHEBI: http://identifiers.org/chebi/CHEBI:6154; BioCyc: http://identifiers.org/biocyc/META:CPD-470; SEED Compound: http://identifiers.org/seed.compound/cpd02095; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM840; CHEBI: http://identifiers.org/chebi/CHEBI:58761; Human Metabolome Database: http://identifiers.org/hmdb/HMDB06284; CHEBI: http://identifiers.org/chebi/CHEBI:16028; CHEBI: http://identifiers.org/chebi/CHEBI:48950; CHEBI: http://identifiers.org/chebi/CHEBI:21192; CHEBI: http://identifiers.org/chebi/CHEBI:13045; CHEBI: http://identifiers.org/chebi/CHEBI:13044	24dab; 24dab_c
dh3mchc_c	dh3mchc	1,2-Dihydroxy-3-methylcyclohexa-3,5-dienecarboxylate	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:17641; CHEBI: http://identifiers.org/chebi/CHEBI:553; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM91813; CHEBI: http://identifiers.org/chebi/CHEBI:11181; SEED Compound: http://identifiers.org/seed.compound/cpd04108; CHEBI: http://identifiers.org/chebi/CHEBI:18951; KEGG Compound: http://identifiers.org/kegg.compound/C06720	dh3mchc; dh3mchc_c
dh4mchc_c	dh4mchc	Cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate	iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C06729; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3734; SEED Compound: http://identifiers.org/seed.compound/cpd04116; BioCyc: http://identifiers.org/biocyc/META:CIS-12-DIHYDROXY-ETCETERA-CARBOXYLATE; CHEBI: http://identifiers.org/chebi/CHEBI:58768; CHEBI: http://identifiers.org/chebi/CHEBI:49008	dh4mchc; dh4mchc_c
thbpt_c	thbpt	Tetrahydrobiopterin	iMM1415; iCHOv1; iJN746; RECON1; Recon3D; iJB785; iLB1027_lipid; iAT_PLT_636	CHEBI: http://identifiers.org/chebi/CHEBI:136570; CHEBI: http://identifiers.org/chebi/CHEBI:12074; CHEBI: http://identifiers.org/chebi/CHEBI:15372; CHEBI: http://identifiers.org/chebi/CHEBI:15219; CHEBI: http://identifiers.org/chebi/CHEBI:59560; CHEBI: http://identifiers.org/chebi/CHEBI:64242; CHEBI: http://identifiers.org/chebi/CHEBI:26902; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM89658; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00787; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00027; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02154; BioCyc: http://identifiers.org/biocyc/META:TETRA-H-BIOPTERIN; BioCyc: http://identifiers.org/biocyc/META:CPD-14053; Reactome: http://www.reactome.org/content/detail/R-ALL-29870; CHEBI: http://identifiers.org/chebi/CHEBI:43063; SEED Compound: http://identifiers.org/seed.compound/cpd28214; CHEBI: http://identifiers.org/chebi/CHEBI:9480; KEGG Drug: http://identifiers.org/kegg.drug/D08505; SEED Compound: http://identifiers.org/seed.compound/cpd00233; CHEBI: http://identifiers.org/chebi/CHEBI:64491; Human Metabolome Database: http://identifiers.org/hmdb/HMDB59658; KEGG Compound: http://identifiers.org/kegg.compound/C00272	thbpt; thbpt[c]; thbpt_c
lys__D_c	lys__D	D-Lysine	iJN746	BioCyc: http://identifiers.org/biocyc/META:CPD-219; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM975; Human Metabolome Database: http://identifiers.org/hmdb/HMDB03405; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00182; CHEBI: http://identifiers.org/chebi/CHEBI:4203; CHEBI: http://identifiers.org/chebi/CHEBI:42062; CHEBI: http://identifiers.org/chebi/CHEBI:32558; CHEBI: http://identifiers.org/chebi/CHEBI:32556; CHEBI: http://identifiers.org/chebi/CHEBI:21046; CHEBI: http://identifiers.org/chebi/CHEBI:16855; CHEBI: http://identifiers.org/chebi/CHEBI:12994; KEGG Compound: http://identifiers.org/kegg.compound/C00739; CHEBI: http://identifiers.org/chebi/CHEBI:32557; SEED Compound: http://identifiers.org/seed.compound/cpd00549	lys_DASH_D_c; lys__D
C121mclPHA_c	C121mclPHA	C12:1-Medium-chain length Polyhydroxyalkanoate.	iJN746	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM8355; SEED Compound: http://identifiers.org/seed.compound/cpd16746	C121mclPHA; C121mclPHA_c
C60mclPHA_c	C60mclPHA	C6:0-Medium-chain length Polyhydroxyalkanoate	iJN746	SEED Compound: http://identifiers.org/seed.compound/cpd16749; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM6200	C60mclPHA; C60mclPHA_c
mclPHA_c	mclPHA	Medium-chain length Polyhydroxyalkanoate (Total)	iJN746	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM12224; SEED Compound: http://identifiers.org/seed.compound/cpd16751	mclPHA; mclPHA_c
ptal_c	ptal	Pentanal	iYO844; iJN746	LipidMaps: http://identifiers.org/lipidmaps/LMFA06000251; CHEBI: http://identifiers.org/chebi/CHEBI:45074; CHEBI: http://identifiers.org/chebi/CHEBI:84069; Human Metabolome Database: http://identifiers.org/hmdb/HMDB31206; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM73201; BioCyc: http://identifiers.org/biocyc/META:CPD-9053; SEED Compound: http://identifiers.org/seed.compound/cpd15621	ptal; ptal_c
dna_c	dna	DNA	iJN678; iJN746; iYL1228; iJB785	CHEBI: http://identifiers.org/chebi/CHEBI:16991; SEED Compound: http://identifiers.org/seed.compound/cpd11461; CHEBI: http://identifiers.org/chebi/CHEBI:4291; BioCyc: http://identifiers.org/biocyc/META:DNA-Holder; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM634; CHEBI: http://identifiers.org/chebi/CHEBI:21123; CHEBI: http://identifiers.org/chebi/CHEBI:33698; CHEBI: http://identifiers.org/chebi/CHEBI:13302; Reactome: http://www.reactome.org/content/detail/R-ALL-29428; KEGG Compound: http://identifiers.org/kegg.compound/C00039	dna; dna_c
3hmbcoa_c	3hmbcoa	(S)-3-Hydroxy-2-methylbutyryl-CoA	iYO844; iJN746	SEED Compound: http://identifiers.org/seed.compound/cpd02691; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01356; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM701; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02029; BioCyc: http://identifiers.org/biocyc/META:2-METHYL-3-HYDROXY-BUTYRYL-COA; LipidMaps: http://identifiers.org/lipidmaps/LMFA07050109; LipidMaps: http://identifiers.org/lipidmaps/LMFA07050188; CHEBI: http://identifiers.org/chebi/CHEBI:18553; CHEBI: http://identifiers.org/chebi/CHEBI:191; CHEBI: http://identifiers.org/chebi/CHEBI:57312; KEGG Compound: http://identifiers.org/kegg.compound/C04405; CHEBI: http://identifiers.org/chebi/CHEBI:18552; CHEBI: http://identifiers.org/chebi/CHEBI:10871; CHEBI: http://identifiers.org/chebi/CHEBI:15449	3hmbcoa; 3hmbcoa_c
T4hcinnm_e	T4hcinnm	Trans 4 Hydroxycinnamate C9H7O3	Recon3D; iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C00811; KEGG Compound: http://identifiers.org/kegg.compound/C06738; CHEBI: http://identifiers.org/chebi/CHEBI:10488; CHEBI: http://identifiers.org/chebi/CHEBI:11978; CHEBI: http://identifiers.org/chebi/CHEBI:12007; CHEBI: http://identifiers.org/chebi/CHEBI:12807; CHEBI: http://identifiers.org/chebi/CHEBI:12876; CHEBI: http://identifiers.org/chebi/CHEBI:15796; CHEBI: http://identifiers.org/chebi/CHEBI:17450; CHEBI: http://identifiers.org/chebi/CHEBI:1812; CHEBI: http://identifiers.org/chebi/CHEBI:20347; CHEBI: http://identifiers.org/chebi/CHEBI:20348; CHEBI: http://identifiers.org/chebi/CHEBI:20405; CHEBI: http://identifiers.org/chebi/CHEBI:27061; CHEBI: http://identifiers.org/chebi/CHEBI:32373; CHEBI: http://identifiers.org/chebi/CHEBI:32374; CHEBI: http://identifiers.org/chebi/CHEBI:36090; CHEBI: http://identifiers.org/chebi/CHEBI:43108; CHEBI: http://identifiers.org/chebi/CHEBI:58152; Human Metabolome Database: http://identifiers.org/hmdb/HMDB30677; BioCyc: http://identifiers.org/biocyc/META:CIS-P-COUMARATE; BioCyc: http://identifiers.org/biocyc/META:COUMARATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM505; SEED Compound: http://identifiers.org/seed.compound/cpd00604; SEED Compound: http://identifiers.org/seed.compound/cpd04125	T4hcinnm; T4hcinnm[e]; T4hcinnm_e
ga_e	ga	Gallic acid	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:14291; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM670; SEED Compound: http://identifiers.org/seed.compound/cpd01020; CHEBI: http://identifiers.org/chebi/CHEBI:24180; CHEBI: http://identifiers.org/chebi/CHEBI:30778; BioCyc: http://identifiers.org/biocyc/META:CPD-183; CHEBI: http://identifiers.org/chebi/CHEBI:5268; Human Metabolome Database: http://identifiers.org/hmdb/HMDB05807; CHEBI: http://identifiers.org/chebi/CHEBI:16918; CHEBI: http://identifiers.org/chebi/CHEBI:24178; CHEBI: http://identifiers.org/chebi/CHEBI:11686; KEGG Compound: http://identifiers.org/kegg.compound/C01424	ga; ga_e
hco3_e	hco3	Bicarbonate	Recon3D; iJN746; iLB1027_lipid; iLJ478; iJN678; iJB785; iMM1415; iAB_RBC_283; iRC1080; iAT_PLT_636; RECON1; iCHOv1	Reactome: http://www.reactome.org/content/detail/R-ALL-111627; Reactome: http://www.reactome.org/content/detail/R-ALL-29896; Reactome: http://www.reactome.org/content/detail/R-ALL-425425; KEGG Compound: http://identifiers.org/kegg.compound/C00288; KEGG Compound: http://identifiers.org/kegg.compound/C01353; KEGG Compound: http://identifiers.org/kegg.compound/C12893; CHEBI: http://identifiers.org/chebi/CHEBI:13351; CHEBI: http://identifiers.org/chebi/CHEBI:13363; CHEBI: http://identifiers.org/chebi/CHEBI:17544; CHEBI: http://identifiers.org/chebi/CHEBI:22863; CHEBI: http://identifiers.org/chebi/CHEBI:23017; CHEBI: http://identifiers.org/chebi/CHEBI:23744; CHEBI: http://identifiers.org/chebi/CHEBI:28976; CHEBI: http://identifiers.org/chebi/CHEBI:29201; CHEBI: http://identifiers.org/chebi/CHEBI:3401; CHEBI: http://identifiers.org/chebi/CHEBI:40961; CHEBI: http://identifiers.org/chebi/CHEBI:41605; CHEBI: http://identifiers.org/chebi/CHEBI:41609; CHEBI: http://identifiers.org/chebi/CHEBI:5589; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00595; Human Metabolome Database: http://identifiers.org/hmdb/HMDB03538; Human Metabolome Database: http://identifiers.org/hmdb/HMDB31453; BioCyc: http://identifiers.org/biocyc/META:CO3; BioCyc: http://identifiers.org/biocyc/META:H2CO3; BioCyc: http://identifiers.org/biocyc/META:HCO3; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM60; SEED Compound: http://identifiers.org/seed.compound/cpd00242	hco3; hco3[e]; hco3_e
2ahhmd_c	2ahhmd	2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine diphosphate C7H8N5O8P2	iRC1080; iJN746; iHN637; iIT341; iLJ478; iNJ661; iYO844; iJN678; iJB785; iNF517	KEGG Compound: http://identifiers.org/kegg.compound/C04807; CHEBI: http://identifiers.org/chebi/CHEBI:1011; CHEBI: http://identifiers.org/chebi/CHEBI:11512; CHEBI: http://identifiers.org/chebi/CHEBI:11517; CHEBI: http://identifiers.org/chebi/CHEBI:15998; CHEBI: http://identifiers.org/chebi/CHEBI:19465; CHEBI: http://identifiers.org/chebi/CHEBI:57602; CHEBI: http://identifiers.org/chebi/CHEBI:72950; CHEBI: http://identifiers.org/chebi/CHEBI:73083; BioCyc: http://identifiers.org/biocyc/META:DIHYDROPTERIN-CH2OH-PP; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1160; SEED Compound: http://identifiers.org/seed.compound/cpd02920	2ahhmd; 2ahhmd[c]; 2ahhmd_c
omaketo_c	omaketo	4-oxalomesaconate (keto form)	iJN746	KEGG Compound: http://identifiers.org/kegg.compound/C04324; CHEBI: http://identifiers.org/chebi/CHEBI:1791; CHEBI: http://identifiers.org/chebi/CHEBI:61493; SEED Compound: http://identifiers.org/seed.compound/cpd16739; CHEBI: http://identifiers.org/chebi/CHEBI:11965; BioCyc: http://identifiers.org/biocyc/META:CPD-12849; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1054; CHEBI: http://identifiers.org/chebi/CHEBI:17424; LipidMaps: http://identifiers.org/lipidmaps/LMFA01170072; BioCyc: http://identifiers.org/biocyc/META:4-OXALOMESACONATE; CHEBI: http://identifiers.org/chebi/CHEBI:61471; CHEBI: http://identifiers.org/chebi/CHEBI:20323; CHEBI: http://identifiers.org/chebi/CHEBI:58142; KEGG Compound: http://identifiers.org/kegg.compound/C04434	omaketo; omaketo_c
ga_c	ga	Gallic acid	iJN746	CHEBI: http://identifiers.org/chebi/CHEBI:14291; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM670; SEED Compound: http://identifiers.org/seed.compound/cpd01020; CHEBI: http://identifiers.org/chebi/CHEBI:24180; CHEBI: http://identifiers.org/chebi/CHEBI:30778; BioCyc: http://identifiers.org/biocyc/META:CPD-183; CHEBI: http://identifiers.org/chebi/CHEBI:5268; Human Metabolome Database: http://identifiers.org/hmdb/HMDB05807; CHEBI: http://identifiers.org/chebi/CHEBI:16918; CHEBI: http://identifiers.org/chebi/CHEBI:24178; CHEBI: http://identifiers.org/chebi/CHEBI:11686; KEGG Compound: http://identifiers.org/kegg.compound/C01424	ga; ga_c
gdbtal_c	gdbtal	4-Guanidinobutanal	iJN746	SEED Compound: http://identifiers.org/seed.compound/cpd01723; CHEBI: http://identifiers.org/chebi/CHEBI:57854; KEGG Compound: http://identifiers.org/kegg.compound/C02647; BioCyc: http://identifiers.org/biocyc/META:CPD-825; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1895; CHEBI: http://identifiers.org/chebi/CHEBI:11989; CHEBI: http://identifiers.org/chebi/CHEBI:20370; CHEBI: http://identifiers.org/chebi/CHEBI:16671; CHEBI: http://identifiers.org/chebi/CHEBI:1832	gdbtal; gdbtal_c
